case;event;time;resource
4360;W_Nabellen incomplete dossiers;21.12.2011-13:45:19;-1
4360;W_Nabellen incomplete dossiers;21.12.2011-14:55:53;-1
4360;W_Valideren aanvraag;21.12.2011-15:00:55;10609
4360;W_Valideren aanvraag;21.12.2011-15:37:04;10609
4360;W_Valideren aanvraag;21.12.2011-15:52:56;10609
4361;W_Afhandelen leads;08.12.2011-10:36:12;10910
4361;W_Afhandelen leads;08.12.2011-10:53:34;10910
4362;W_Completeren aanvraag;08.12.2011-13:43:46;11169
4362;W_Nabellen offertes;15.12.2011-12:24:06;11179
4362;W_Nabellen offertes;16.12.2011-15:36:44;-1
4362;W_Nabellen offertes;17.12.2011-15:51:17;10939
4362;W_Nabellen offertes;19.12.2011-15:25:17;11180
4362;W_Nabellen offertes;20.12.2011-14:28:30;11189
4362;W_Nabellen offertes;21.12.2011-11:35:59;10909
4362;W_Nabellen offertes;22.12.2011-15:14:44;11189
4362;W_Nabellen offertes;23.12.2011-17:15:28;11179
4362;W_Nabellen offertes;27.12.2011-13:59:00;11179
4362;W_Nabellen offertes;27.12.2011-18:55:45;11009
4362;W_Nabellen offertes;30.12.2011-14:51:07;10932
4362;W_Nabellen offertes;08.01.2012-08:15:42;10932
4363;W_Afhandelen leads;08.12.2011-10:19:00;10910
4364;W_Completeren aanvraag;08.12.2011-10:55:59;11189
4364;W_Nabellen offertes;08.12.2011-11:01:40;11189
4364;W_Nabellen offertes;09.12.2011-13:09:23;11169
4364;W_Nabellen offertes;16.12.2011-13:20:50;-1
4364;W_Nabellen offertes;16.12.2011-15:31:55;-1
4364;W_Nabellen offertes;19.12.2011-09:58:18;10899
4364;W_Valideren aanvraag;19.12.2011-09:59:50;10899
4365;W_Completeren aanvraag;08.12.2011-13:51:15;11169
4365;W_Completeren aanvraag;08.12.2011-17:36:57;11201
4365;W_Completeren aanvraag;09.12.2011-09:09:23;10939
4366;W_Completeren aanvraag;08.12.2011-14:01:26;11169
4366;W_Nabellen offertes;10.12.2011-15:36:49;-1
4366;W_Nabellen offertes;10.12.2011-15:37:35;-1
4366;W_Nabellen offertes;10.12.2011-15:38:02;-1
4366;W_Nabellen offertes;17.12.2011-11:20:59;11122
4366;W_Nabellen offertes;19.12.2011-10:16:58;10899
4366;W_Valideren aanvraag;21.12.2011-07:41:10;10138
4366;W_Nabellen incomplete dossiers;21.12.2011-07:47:44;10138
4366;W_Nabellen incomplete dossiers;21.12.2011-08:14:55;11002
4366;W_Nabellen incomplete dossiers;21.12.2011-09:13:36;11002
4366;W_Nabellen incomplete dossiers;21.12.2011-09:14:05;11002
4366;W_Nabellen incomplete dossiers;21.12.2011-09:19:12;11002
4366;W_Nabellen incomplete dossiers;21.12.2011-11:06:35;11169
4366;W_Nabellen incomplete dossiers;21.12.2011-12:59:37;10899
4366;W_Nabellen incomplete dossiers;21.12.2011-12:59:57;10899
4366;W_Nabellen incomplete dossiers;21.12.2011-13:01:15;10899
4366;W_Nabellen incomplete dossiers;21.12.2011-13:02:41;10899
4366;W_Valideren aanvraag;21.12.2011-14:02:19;10138
4367;W_Afhandelen leads;08.12.2011-11:31:38;11169
4367;W_Completeren aanvraag;08.12.2011-11:58:24;11169
4367;W_Completeren aanvraag;08.12.2011-14:02:38;11189
4367;W_Completeren aanvraag;08.12.2011-14:35:51;11169
4367;W_Completeren aanvraag;08.12.2011-14:39:44;11169
4367;W_Nabellen offertes;08.12.2011-14:44:59;11169
4367;W_Nabellen offertes;16.12.2011-14:22:50;-1
4367;W_Nabellen offertes;23.12.2011-14:41:36;-1
4367;W_Nabellen offertes;23.12.2011-17:48:38;-1
4367;W_Nabellen offertes;24.12.2011-11:49:11;11119
4367;W_Nabellen offertes;27.12.2011-16:24:21;10861
4367;W_Nabellen offertes;05.01.2012-18:38:33;11181
4367;W_Nabellen offertes;06.01.2012-11:58:15;11169
4367;W_Nabellen offertes;17.01.2012-13:14:13;11189
4367;W_Nabellen offertes;18.01.2012-14:10:40;11189
4367;W_Nabellen offertes;18.01.2012-18:40:34;11201
4367;W_Nabellen offertes;27.01.2012-13:55:02;11181
4367;W_Nabellen offertes;30.01.2012-18:16:43;10881
4367;W_Nabellen offertes;01.02.2012-15:49:41;11259
4367;W_Valideren aanvraag;06.02.2012-09:26:57;10609
4367;W_Nabellen incomplete dossiers;06.02.2012-10:31:19;10913
4367;W_Nabellen incomplete dossiers;06.02.2012-11:45:22;10913
4367;W_Nabellen incomplete dossiers;06.02.2012-11:46:20;10913
4367;W_Nabellen incomplete dossiers;06.02.2012-12:49:49;10609
4367;W_Nabellen incomplete dossiers;06.02.2012-13:12:50;10913
4368;W_Completeren aanvraag;08.12.2011-15:12:06;10863
4368;W_Completeren aanvraag;08.12.2011-17:48:24;11201
4368;W_Completeren aanvraag;09.12.2011-09:20:30;11003
4368;W_Completeren aanvraag;09.12.2011-12:39:28;-1
4368;W_Completeren aanvraag;09.12.2011-17:37:07;11203
4368;W_Completeren aanvraag;10.12.2011-11:30:44;-1
4368;W_Completeren aanvraag;12.12.2011-10:29:58;11009
4368;W_Nabellen offertes;12.12.2011-10:35:12;11009
4368;W_Nabellen offertes;17.12.2011-11:44:24;11122
4368;W_Nabellen offertes;23.12.2011-15:31:19;11179
4368;W_Nabellen offertes;23.12.2011-17:55:01;-1
4368;W_Nabellen offertes;27.12.2011-14:21:59;11179
4368;W_Nabellen offertes;27.12.2011-14:23:26;11179
4368;W_Nabellen offertes;04.01.2012-17:20:40;10913
4368;W_Nabellen offertes;16.01.2012-09:24:18;11259
4368;W_Valideren aanvraag;18.01.2012-08:35:02;10609
4368;W_Nabellen incomplete dossiers;18.01.2012-08:35:37;10609
4368;W_Nabellen incomplete dossiers;18.01.2012-16:56:51;10861
4368;W_Nabellen incomplete dossiers;23.01.2012-05:15:03;11002
4368;W_Nabellen incomplete dossiers;23.01.2012-08:27:25;10909
4368;W_Nabellen incomplete dossiers;23.01.2012-14:53:15;10909
4368;W_Valideren aanvraag;23.01.2012-15:22:31;10609
4368;W_Valideren aanvraag;24.01.2012-06:56:39;10609
4368;W_Valideren aanvraag;24.01.2012-08:28:53;10609
4369;W_Afhandelen leads;08.12.2011-12:00:37;10910
4370;W_Completeren aanvraag;08.12.2011-14:33:05;11169
4370;W_Completeren aanvraag;08.12.2011-15:12:31;10863
4370;W_Completeren aanvraag;08.12.2011-15:33:13;11189
4370;W_Completeren aanvraag;08.12.2011-17:24:41;11179
4370;W_Nabellen offertes;08.12.2011-17:26:26;11179
4370;W_Nabellen offertes;16.12.2011-14:52:19;-1
4370;W_Nabellen offertes;16.12.2011-15:12:13;-1
4370;W_Nabellen offertes;08.01.2012-08:15:45;-1
4371;W_Afhandelen leads;08.12.2011-12:57:46;10863
4371;W_Completeren aanvraag;08.12.2011-17:04:18;11179
4371;W_Completeren aanvraag;08.12.2011-17:27:01;11179
4371;W_Completeren aanvraag;08.12.2011-17:55:40;11201
4371;W_Completeren aanvraag;08.12.2011-19:09:10;11122
4371;W_Nabellen offertes;08.12.2011-19:12:12;11122
4371;W_Nabellen offertes;15.12.2011-14:19:54;11179
4371;W_Nabellen offertes;16.12.2011-13:14:38;-1
4371;W_Nabellen offertes;16.12.2011-18:36:42;-1
4371;W_Nabellen offertes;17.12.2011-10:57:59;10913
4371;W_Nabellen offertes;19.12.2011-09:30:00;11259
4371;W_Valideren aanvraag;21.12.2011-05:15:05;10972
4371;W_Valideren aanvraag;21.12.2011-15:37:11;10809
4371;W_Valideren aanvraag;22.12.2011-10:22:18;10609
4371;W_Valideren aanvraag;22.12.2011-11:26:18;10972
4371;W_Nabellen incomplete dossiers;22.12.2011-12:41:43;11000
4371;W_Nabellen incomplete dossiers;22.12.2011-12:53:12;10909
4371;W_Nabellen incomplete dossiers;23.12.2011-08:56:19;10789
4371;W_Valideren aanvraag;23.12.2011-10:12:26;10972
4371;W_Nabellen incomplete dossiers;23.12.2011-17:25:48;10913
4371;W_Nabellen incomplete dossiers;23.12.2011-17:36:24;10912
4372;W_Completeren aanvraag;08.12.2011-16:53:23;11169
4372;W_Completeren aanvraag;08.12.2011-17:03:57;11179
4373;W_Completeren aanvraag;08.12.2011-13:17:23;10939
4373;W_Nabellen offertes;12.12.2011-09:49:52;10929
4373;W_Nabellen offertes;17.12.2011-11:18:22;11122
4373;W_Nabellen offertes;19.12.2011-14:06:35;11180
4373;W_Nabellen offertes;20.12.2011-16:51:01;10913
4373;W_Nabellen offertes;21.12.2011-08:25:15;11169
4373;W_Nabellen offertes;27.12.2011-14:15:48;11179
4373;W_Nabellen offertes;27.12.2011-15:50:13;11179
4373;W_Nabellen offertes;27.12.2011-18:56:35;10861
4373;W_Nabellen offertes;28.12.2011-16:21:53;11181
4373;W_Nabellen offertes;28.12.2011-16:25:11;11181
4373;W_Nabellen offertes;28.12.2011-16:31:38;11181
4373;W_Nabellen offertes;03.01.2012-08:57:26;11259
4373;W_Valideren aanvraag;10.01.2012-08:56:13;10138
4373;W_Nabellen incomplete dossiers;10.01.2012-10:04:38;10909
4373;W_Nabellen incomplete dossiers;10.01.2012-11:11:49;10889
4373;W_Nabellen incomplete dossiers;16.01.2012-19:48:56;-1
4373;W_Valideren aanvraag;17.01.2012-07:51:49;10138
4374;W_Completeren aanvraag;08.12.2011-12:37:45;10861
4375;W_Afhandelen leads;08.12.2011-12:54:46;10863
4375;W_Completeren aanvraag;08.12.2011-17:52:24;11201
4375;W_Completeren aanvraag;09.12.2011-09:20:55;10939
4375;W_Completeren aanvraag;12.12.2011-17:19:27;10861
4375;W_Completeren aanvraag;08.01.2012-08:15:14;10861
4376;W_Completeren aanvraag;08.12.2011-16:53:23;11169
4376;W_Completeren aanvraag;08.12.2011-17:52:26;11179
4376;W_Completeren aanvraag;08.12.2011-17:55:08;11179
4376;W_Nabellen offertes;15.12.2011-12:19:34;11179
4376;W_Nabellen offertes;16.12.2011-10:09:34;10789
4376;W_Valideren aanvraag;19.12.2011-09:28:59;10609
4377;W_Completeren aanvraag;08.12.2011-15:31:51;11189
4377;W_Completeren aanvraag;08.12.2011-17:46:31;10939
4377;W_Completeren aanvraag;08.12.2011-17:49:13;11201
4377;W_Completeren aanvraag;09.12.2011-09:11:06;11003
4377;W_Completeren aanvraag;09.12.2011-12:54:26;-1
4377;W_Completeren aanvraag;09.12.2011-17:29:54;11203
4377;W_Completeren aanvraag;09.12.2011-17:45:56;11203
4377;W_Completeren aanvraag;10.12.2011-11:31:47;-1
4377;W_Completeren aanvraag;12.12.2011-15:22:44;10982
4377;W_Completeren aanvraag;12.12.2011-19:05:12;10861
4377;W_Completeren aanvraag;06.01.2012-18:46:29;11203
4378;W_Afhandelen leads;08.12.2011-13:15:51;10861
4378;W_Completeren aanvraag;08.12.2011-14:01:06;11189
4378;W_Completeren aanvraag;13.12.2011-13:20:49;11169
4378;W_Completeren aanvraag;13.12.2011-17:01:57;-1
4378;W_Completeren aanvraag;14.12.2011-11:50:13;11169
4378;W_Completeren aanvraag;14.12.2011-14:17:22;11179
4378;W_Completeren aanvraag;14.12.2011-16:31:32;-1
4378;W_Completeren aanvraag;15.12.2011-19:38:50;11003
4378;W_Completeren aanvraag;16.12.2011-15:51:38;10932
4378;W_Completeren aanvraag;16.12.2011-19:31:30;10863
4378;W_Completeren aanvraag;17.12.2011-15:42:58;11000
4378;W_Completeren aanvraag;17.12.2011-15:50:56;11000
4378;W_Completeren aanvraag;08.01.2012-08:15:18;11000
4379;W_Completeren aanvraag;08.12.2011-15:01:01;11189
4379;W_Completeren aanvraag;08.12.2011-15:25:57;11169
4379;W_Nabellen offertes;16.12.2011-14:25:29;10910
4379;W_Nabellen offertes;16.12.2011-19:17:58;11203
4379;W_Nabellen offertes;21.12.2011-08:50:25;10909
4379;W_Nabellen offertes;22.12.2011-11:00:50;11189
4379;W_Nabellen offertes;22.12.2011-11:48:52;11189
4379;W_Nabellen offertes;28.12.2011-08:58:51;11259
4379;W_Valideren aanvraag;28.12.2011-13:12:47;10609
4379;W_Valideren aanvraag;28.12.2011-13:42:28;10609
4379;W_Nabellen incomplete dossiers;28.12.2011-14:47:49;10609
4379;W_Nabellen incomplete dossiers;28.12.2011-18:20:39;-1
4379;W_Nabellen incomplete dossiers;28.12.2011-19:48:42;10609
4379;W_Nabellen incomplete dossiers;29.12.2011-09:00:20;10609
4380;W_Completeren aanvraag;08.12.2011-16:08:12;11179
4380;W_Completeren aanvraag;08.12.2011-16:56:21;11179
4380;W_Completeren aanvraag;09.12.2011-08:49:54;11003
4380;W_Completeren aanvraag;09.12.2011-12:51:42;-1
4380;W_Completeren aanvraag;09.12.2011-16:37:46;11201
4380;W_Completeren aanvraag;10.12.2011-10:33:42;-1
4380;W_Completeren aanvraag;10.12.2011-10:57:00;-1
4380;W_Completeren aanvraag;10.12.2011-14:19:25;-1
4380;W_Completeren aanvraag;12.12.2011-19:28:50;11201
4380;W_Completeren aanvraag;13.12.2011-19:02:11;-1
4380;W_Completeren aanvraag;13.12.2011-19:02:25;-1
4380;W_Completeren aanvraag;08.01.2012-08:15:21;-1
4381;W_Completeren aanvraag;08.12.2011-14:04:23;10972
4381;W_Nabellen offertes;08.12.2011-14:05:52;10972
4381;W_Valideren aanvraag;08.12.2011-14:07:20;10972
4381;W_Valideren aanvraag;08.12.2011-14:24:22;10972
4382;W_Completeren aanvraag;08.12.2011-14:11:29;11189
4382;W_Completeren aanvraag;08.12.2011-14:48:47;11189
4383;W_Completeren aanvraag;08.12.2011-15:23:53;11189
4384;W_Completeren aanvraag;08.12.2011-14:33:39;11189
4385;W_Completeren aanvraag;08.12.2011-14:31:16;11169
4385;W_Nabellen offertes;15.12.2011-10:26:15;11189
4385;W_Nabellen offertes;17.12.2011-12:18:20;11003
4385;W_Nabellen offertes;19.12.2011-12:59:09;11180
4385;W_Nabellen offertes;20.12.2011-14:02:03;-1
4385;W_Nabellen offertes;21.12.2011-18:53:41;-1
4385;W_Nabellen offertes;22.12.2011-17:58:57;10939
4385;W_Nabellen offertes;23.12.2011-18:03:24;-1
4385;W_Nabellen offertes;23.12.2011-18:17:37;11181
4385;W_Nabellen offertes;24.12.2011-12:14:53;11181
4385;W_Nabellen offertes;24.12.2011-12:18:05;11119
4385;W_Nabellen offertes;27.12.2011-16:51:12;10861
4385;W_Nabellen offertes;28.12.2011-10:57:36;11189
4385;W_Nabellen offertes;06.01.2012-10:58:00;10935
4385;W_Nabellen offertes;06.01.2012-11:00:49;10935
4385;W_Nabellen offertes;17.01.2012-12:48:25;11189
4385;W_Nabellen offertes;18.01.2012-14:05:57;11189
4385;W_Nabellen offertes;18.01.2012-14:14:03;-1
4385;W_Nabellen offertes;18.01.2012-18:42:39;11201
4385;W_Nabellen offertes;20.01.2012-19:54:23;11119
4385;W_Nabellen offertes;20.01.2012-19:58:19;11119
4385;W_Nabellen offertes;23.01.2012-12:58:46;11180
4385;W_Nabellen offertes;23.01.2012-12:59:04;11180
4385;W_Nabellen offertes;06.02.2012-08:15:12;11180
4386;W_Completeren aanvraag;08.12.2011-14:56:28;11189
4386;W_Completeren aanvraag;08.12.2011-17:38:01;11201
4386;W_Completeren aanvraag;08.12.2011-19:22:10;11179
4386;W_Nabellen offertes;14.12.2011-09:20:45;10899
4386;W_Valideren aanvraag;14.12.2011-16:36:21;10909
4386;W_Valideren aanvraag;15.12.2011-07:44:08;10609
4387;W_Completeren aanvraag;08.12.2011-15:48:04;10863
4387;W_Nabellen offertes;08.12.2011-15:52:00;10863
4387;W_Nabellen offertes;12.12.2011-13:58:29;-1
4387;W_Nabellen offertes;16.12.2011-14:23:41;-1
4387;W_Nabellen offertes;19.12.2011-09:52:56;10899
4387;W_Valideren aanvraag;20.12.2011-11:17:42;10629
4388;W_Beoordelen fraude;09.12.2011-13:50:06;10188
4388;W_Beoordelen fraude;09.12.2011-15:13:08;10188
4389;W_Afhandelen leads;08.12.2011-18:01:37;11179
4389;W_Completeren aanvraag;08.12.2011-19:08:35;11201
4389;W_Completeren aanvraag;09.12.2011-08:25:31;11003
4390;W_Completeren aanvraag;08.12.2011-17:35:51;10228
4390;W_Completeren aanvraag;08.12.2011-18:54:00;11201
4390;W_Completeren aanvraag;09.12.2011-08:21:55;10932
4390;W_Nabellen offertes;16.12.2011-17:57:40;11203
4390;W_Nabellen offertes;17.12.2011-14:49:32;10982
4390;W_Nabellen offertes;20.12.2011-13:05:03;11009
4390;W_Nabellen offertes;22.12.2011-08:30:07;10899
4390;W_Valideren aanvraag;22.12.2011-11:33:57;10629
4391;W_Afhandelen leads;08.12.2011-18:01:16;10939
4391;W_Completeren aanvraag;08.12.2011-19:03:31;11201
4391;W_Completeren aanvraag;08.12.2011-19:03:53;11201
4392;W_Afhandelen leads;08.12.2011-17:11:32;11180
4392;W_Completeren aanvraag;08.12.2011-17:27:06;11180
4392;W_Nabellen offertes;08.12.2011-17:32:04;11180
4392;W_Nabellen offertes;16.12.2011-14:57:14;-1
4392;W_Nabellen offertes;23.12.2011-14:43:56;-1
4392;W_Nabellen offertes;23.12.2011-17:49:22;-1
4392;W_Nabellen offertes;24.12.2011-12:11:29;11181
4392;W_Nabellen offertes;03.01.2012-09:14:47;-1
4392;W_Nabellen offertes;03.01.2012-15:08:05;10881
4392;W_Nabellen offertes;05.01.2012-18:06:57;11203
4392;W_Nabellen offertes;08.01.2012-08:15:48;11203
4393;W_Afhandelen leads;08.12.2011-18:02:41;10939
4394;W_Afhandelen leads;08.12.2011-18:02:40;11179
4395;W_Completeren aanvraag;08.12.2011-18:22:44;11179
4395;W_Nabellen offertes;16.12.2011-15:15:48;-1
4395;W_Nabellen offertes;17.12.2011-14:22:33;10982
4395;W_Nabellen offertes;19.12.2011-16:53:22;11181
4395;W_Nabellen offertes;21.12.2011-09:15:25;10909
4395;W_Nabellen offertes;22.12.2011-13:19:51;10932
4395;W_Nabellen offertes;23.12.2011-09:22:04;10789
4395;W_Valideren aanvraag;23.12.2011-12:29:55;10972
4395;W_Valideren aanvraag;23.12.2011-12:58:22;10972
4396;W_Completeren aanvraag;08.12.2011-17:59:23;11179
4396;W_Completeren aanvraag;08.12.2011-18:08:02;11179
4396;W_Completeren aanvraag;10.12.2011-10:02:00;-1
4396;W_Completeren aanvraag;17.12.2011-14:18:55;11000
4396;W_Completeren aanvraag;27.12.2011-08:16:59;11201
4396;W_Completeren aanvraag;31.12.2011-13:34:37;10939
4396;W_Completeren aanvraag;08.01.2012-08:15:23;10939
4397;W_Completeren aanvraag;08.12.2011-18:57:30;10861
4398;W_Completeren aanvraag;08.12.2011-18:50:46;10939
4398;W_Nabellen offertes;16.12.2011-10:12:00;10789
4398;W_Valideren aanvraag;20.12.2011-08:45:25;10138
4398;W_Nabellen incomplete dossiers;20.12.2011-09:03:56;10910
4398;W_Valideren aanvraag;20.12.2011-09:05:52;10910
4398;W_Valideren aanvraag;20.12.2011-09:33:27;10138
4399;W_Afhandelen leads;08.12.2011-19:22:50;11180
4399;W_Completeren aanvraag;08.12.2011-19:27:07;11180
4399;W_Completeren aanvraag;09.12.2011-09:26:26;11003
4399;W_Completeren aanvraag;09.12.2011-10:05:20;10939
4399;W_Completeren aanvraag;09.12.2011-10:06:19;10939
4399;W_Completeren aanvraag;09.12.2011-13:14:12;-1
4399;W_Completeren aanvraag;09.12.2011-16:43:25;11201
4399;W_Completeren aanvraag;10.12.2011-10:22:29;-1
4399;W_Nabellen offertes;17.12.2011-09:54:03;10982
4399;W_Nabellen offertes;17.12.2011-13:01:36;10939
4399;W_Nabellen offertes;17.12.2011-15:16:48;10913
4399;W_Nabellen offertes;17.12.2011-15:25:46;10913
4399;W_Nabellen offertes;19.12.2011-17:39:20;11181
4399;W_Nabellen offertes;21.12.2011-09:47:36;10909
4400;W_Completeren aanvraag;08.12.2011-20:02:14;11180
4400;W_Nabellen offertes;15.12.2011-13:49:21;11179
4401;W_Completeren aanvraag;09.12.2011-08:29:23;11003
4401;W_Completeren aanvraag;09.12.2011-18:04:57;11203
4401;W_Completeren aanvraag;09.12.2011-18:05:15;11203
4401;W_Completeren aanvraag;09.12.2011-18:17:39;11203
4401;W_Nabellen offertes;17.12.2011-09:56:49;10982
4401;W_Nabellen offertes;19.12.2011-10:34:43;10863
4401;W_Nabellen offertes;19.12.2011-18:16:44;10913
4401;W_Nabellen offertes;22.12.2011-17:51:36;10939
4401;W_Nabellen offertes;22.12.2011-17:51:58;10939
4401;W_Nabellen offertes;22.12.2011-17:53:43;11201
4401;W_Nabellen offertes;22.12.2011-17:57:17;11201
4401;W_Nabellen offertes;22.12.2011-18:01:51;10909
4401;W_Nabellen offertes;22.12.2011-18:21:47;10939
4401;W_Nabellen offertes;22.12.2011-18:42:36;10939
4401;W_Nabellen offertes;09.01.2012-08:15:04;10939
4402;W_Afhandelen leads;09.12.2011-07:59:36;11003
4402;W_Completeren aanvraag;09.12.2011-08:44:44;11003
4402;W_Completeren aanvraag;09.12.2011-12:15:59;-1
4402;W_Completeren aanvraag;09.12.2011-16:26:30;11201
4402;W_Completeren aanvraag;10.12.2011-10:05:31;-1
4402;W_Completeren aanvraag;10.12.2011-13:59:10;-1
4402;W_Completeren aanvraag;12.12.2011-16:09:55;10982
4402;W_Completeren aanvraag;13.12.2011-15:36:37;11169
4402;W_Completeren aanvraag;13.12.2011-16:39:45;10982
4402;W_Completeren aanvraag;13.12.2011-16:53:38;-1
4402;W_Completeren aanvraag;14.12.2011-18:28:58;-1
4402;W_Completeren aanvraag;08.01.2012-08:15:26;-1
4403;W_Completeren aanvraag;09.12.2011-08:40:32;11003
4403;W_Completeren aanvraag;09.12.2011-12:49:46;-1
4403;W_Nabellen offertes;17.12.2011-09:35:48;10982
4403;W_Nabellen offertes;27.12.2011-18:41:19;10929
4403;W_Nabellen offertes;03.01.2012-09:15:13;-1
4403;W_Nabellen offertes;05.01.2012-11:23:29;11009
4403;W_Nabellen offertes;05.01.2012-19:08:23;11181
4403;W_Nabellen offertes;09.01.2012-08:15:08;11181
4404;W_Afhandelen leads;09.12.2011-08:01:00;11003
4404;W_Completeren aanvraag;09.12.2011-10:18:10;10939
4404;W_Nabellen offertes;14.12.2011-12:40:59;11169
4405;W_Afhandelen leads;09.12.2011-08:02:14;11003
4406;W_Afhandelen leads;09.12.2011-08:03:33;11003
4407;W_Completeren aanvraag;09.12.2011-08:50:04;10939
4407;W_Completeren aanvraag;09.12.2011-08:57:24;11003
4407;W_Completeren aanvraag;09.12.2011-09:00:41;11003
4407;W_Completeren aanvraag;09.12.2011-13:11:27;-1
4407;W_Completeren aanvraag;09.12.2011-16:40:35;11201
4407;W_Completeren aanvraag;10.12.2011-10:13:28;-1
4407;W_Completeren aanvraag;10.12.2011-14:02:16;-1
4407;W_Completeren aanvraag;12.12.2011-16:26:10;10982
4407;W_Nabellen offertes;12.12.2011-16:26:51;10982
4407;W_Nabellen offertes;17.12.2011-11:25:43;11122
4407;W_Nabellen offertes;19.12.2011-14:08:00;11180
4407;W_Nabellen offertes;20.12.2011-09:18:16;11169
4407;W_Nabellen offertes;21.12.2011-09:38:58;10899
4407;W_Valideren aanvraag;21.12.2011-14:35:13;10609
4407;W_Valideren aanvraag;21.12.2011-14:35:29;10609
4407;W_Valideren aanvraag;21.12.2011-14:39:48;10609
4407;W_Valideren aanvraag;21.12.2011-15:00:21;10609
4407;W_Valideren aanvraag;21.12.2011-15:42:18;10609
4408;W_Afhandelen leads;09.12.2011-08:07:40;11003
4408;W_Afhandelen leads;09.12.2011-08:07:57;11003
4408;W_Completeren aanvraag;09.12.2011-09:40:47;11003
4409;W_Completeren aanvraag;09.12.2011-09:48:26;11003
4409;W_Completeren aanvraag;09.12.2011-13:12:58;-1
4409;W_Completeren aanvraag;09.12.2011-18:05:38;11203
4409;W_Completeren aanvraag;09.12.2011-18:06:00;11203
4409;W_Completeren aanvraag;09.12.2011-18:27:55;11203
4409;W_Nabellen offertes;17.12.2011-09:59:37;10982
4409;W_Nabellen offertes;27.12.2011-19:25:02;11122
4409;W_Nabellen offertes;28.12.2011-12:59:50;11189
4409;W_Nabellen offertes;31.12.2011-11:34:58;-1
4409;W_Nabellen offertes;31.12.2011-11:35:16;-1
4409;W_Nabellen offertes;09.01.2012-08:15:12;-1
4410;W_Completeren aanvraag;09.12.2011-08:32:21;11002
4410;W_Completeren aanvraag;09.12.2011-08:42:43;11002
4410;W_Nabellen offertes;16.12.2011-18:14:47;10913
4410;W_Nabellen offertes;19.12.2011-10:10:11;10899
4410;W_Valideren aanvraag;20.12.2011-10:58:55;10138
4410;W_Nabellen incomplete dossiers;20.12.2011-11:04:43;10138
4410;W_Nabellen incomplete dossiers;20.12.2011-11:58:52;10909
4410;W_Nabellen incomplete dossiers;22.12.2011-13:17:03;10809
4410;W_Nabellen incomplete dossiers;22.12.2011-17:57:24;10929
4410;W_Nabellen incomplete dossiers;27.12.2011-09:55:58;11169
